,0,1,class
138,3.0381975191277037,2.972545049799161,1
139,2.23786333244015,2.9537169117836144,1
140,1.0671238544353303,1.769327410823108,0
141,0.5030090126286739,0.2367634905259427,0
142,2.937420743252907,2.1024843576349372,1
143,3.721601505432941,2.8906176498742195,1
144,1.4592388521446817,1.1311793573373947,0
145,1.2018631008713663,-0.2743093836159365,0
146,1.2545412542333598,-0.07122141221447142,0
147,3.5360105066155003,2.450007359605277,1
148,-0.6857866074472869,0.22261789603317095,0
149,1.3233201120995937,1.118738778074291,0
150,2.5501784157308975,1.011217532885405,0
151,3.0204557697850367,2.724214284609865,1
152,2.7678400295216883,2.9681935182104673,1
153,3.512396984979565,2.7746289236145443,1
154,3.8559139562490725,3.26088734055178,1
155,-0.8257985068922871,-0.09839535135640753,0
156,-0.5188075370534773,0.5567242447777598,0
157,0.747565878632931,1.3455159373225243,0
158,2.6598588114414947,2.545405590649113,1
159,2.3942958745473693,-0.3714385390551749,0
160,-0.04592667442407761,1.7330514016897527,0
161,2.4651699216560194,2.8952168875509487,1
162,1.9616893555011767,0.3849060400883567,0
163,2.5457907886311792,2.3760365517791193,1
164,2.5012583114737668,2.5749202432892773,1
165,1.7069962229443032,0.8162076073058285,0
166,3.61866043303005,2.829267230294491,1
167,2.990003384212808,3.2429037463445693,1
168,-0.3432517681787881,1.1340297337811425,0
169,2.6982709477467015,2.649866558296012,1
170,3.8313310243549044,3.3984074306994816,1
171,1.6008653181196912,0.041452241799157075,0
172,-0.16070185703661255,-0.20729116228469757,0
173,1.571277126602384,2.1046677188808838,0
174,1.7382885641426615,3.882352422717709,1
175,3.2840876852635006,3.3750076184362934,1
176,2.928349807934967,2.8521412466028524,1
177,1.2775712535688175,1.1266122473965563,0
178,0.8693784142603694,0.45580772821474524,0
179,3.429804810923255,1.6169802761703436,1
180,2.9979448904472217,2.8338279181572594,1
181,2.669709459138295,3.353467312675631,1
182,3.2540908036459792,3.99984090096913,1
183,3.67743689454614,2.9004469463801894,1
184,3.9557126231121735,2.6524049671920853,1
185,0.8325149411493273,0.7848813591754192,0
186,3.245101403936102,3.19468707208907,1
187,1.3768949427502923,1.3588420851801026,0
188,0.5121649729207969,1.3189212682741758,0
189,3.4644372412269933,3.0251798653321744,1
190,-0.27120093188834327,-0.9996656410657143,0
191,2.5725476554619666,0.5863423795795151,0
192,3.4596180521250406,3.3906460502179407,1
193,2.8151101790679682,2.3760937057022318,1
194,1.622131259299002,1.6204224265365732,0
195,2.1677602303933865,1.3779670522688345,0
196,2.0505010245169206,2.1809379299174187,0
197,1.217887193998737,0.5809786023160364,0
198,2.364218969881019,2.912846112930624,1
199,0.7893805989083671,0.8701327569943273,0
200,2.6274162702594963,3.342565661247821,1
201,2.8872176473995115,3.3709536375077342,1
202,2.613714195570341,0.814051817574825,0
203,2.9030698294641946,3.7222875499124353,1
204,3.1984249280643553,3.2086665423250036,1
205,1.0351450044817982,1.965436738774987,0
206,2.757577103079282,3.3196422644530905,1
207,3.249008002412324,3.70178006900165,1
208,2.4935559240530427,0.5018188988929329,0
209,-0.4621920773066186,0.4287606607826794,0
210,2.333526325454888,0.6724000248887761,0
211,3.986496437970251,2.909035177157656,1
212,3.1430536735320698,3.1163899479219124,1
213,-0.09394737092519678,0.9855007778612213,0
214,3.1094751097311826,2.8415563991427533,1
215,3.232330146156105,3.60742314283248,1
216,2.727333801424054,2.591448196407221,1
217,1.8058638516805372,1.5475037944808534,0
218,0.6622772061579022,1.3775189477521015,0
219,3.338287328773351,2.5062664293517916,1
220,0.8534457234659505,2.2963897601273997,0
221,3.1344079838676375,2.9143441718821257,1
222,1.931649469535089,2.4853808510183835,1
223,2.0851716279838066,1.6984202819005654,0
224,3.524287781923637,4.19676354613415,1
225,1.619894393981415,0.7334037217311811,0
226,2.9010648743229206,3.192360996813447,1
227,2.929239547030402,2.237973852902149,1
228,2.4466270860863935,2.7013459936601296,1
229,0.2984349747207151,2.89857913972589,0
230,0.779397750386216,1.3253386973417642,0
231,3.3499260517070564,3.5179533788943957,1
232,3.2437225786005532,2.6941697564269407,1
233,2.812865136157173,2.2410699567048695,1
234,3.175294384486742,2.5247822022242183,1
235,2.7627941602721053,3.396821816272908,1
236,2.766371482535671,2.715769770505891,1
237,0.4867335428966648,1.680019491070049,0
238,2.827965159660622,3.5370504167611427,1
239,1.6010880850611404,1.1586253347192201,0
240,0.12177108576182838,0.9371960514936871,0
241,2.2204337434525,-0.5618456867932708,0
242,3.229059077551745,2.4800280877428618,1
243,0.14096503001735539,0.9766170899661928,0
244,1.1590463850805979,1.1524530872642558,0
245,-0.2435246036786547,1.7715103744034912,0
246,3.1380275876784953,3.1444100149046794,1
247,1.270825956824354,1.9038447462597643,0
248,1.3456298094912518,2.263574033741334,0
249,2.1790766001513044,2.62136375374467,1
250,0.2888983609969059,1.188494404077147,0
251,2.6340487289580645,3.117151541703112,1
252,2.5421779296085245,3.4099957359118838,1
253,2.682494057369197,2.661668276283744,1
254,1.893890589795271,-0.8659305821612857,0
255,2.2058197925378167,0.06275579111757501,0
256,3.1029973428230795,1.99016135194849,1
257,3.522589670885714,3.201212931770631,1
258,2.700074580240271,3.346627941952623,1
259,2.335501650789614,2.3766972912706903,1
260,3.754124543247113,3.4022277739309925,1
261,3.5524764794031713,2.9688861459443108,1
262,2.6134104470494224,3.487288054117398,1
263,3.106142779021112,2.7971363802493454,1
264,2.1280833551452867,1.2922098758309362,0
265,-0.10231189829567477,1.801058902715971,0
266,3.425880836099458,2.71728215816693,1
267,3.691884685784715,4.024398670218407,1
268,2.3781222230906063,3.4512295933122865,1
269,2.625004591268822,2.2222613670250673,1
270,-0.4284342285277307,1.6189366299426189,0
271,0.7949450189063725,1.7789323078024337,0
272,3.252967183464494,3.363482548997805,1
273,0.21032829413572118,1.566469063940879,0
274,3.4454491098291165,3.21206351221817,1
275,2.2109047805646433,0.33300073360035054,0
276,1.883486587424884,1.1176174899214815,0
277,1.7974004423649719,2.153535084122337,1
278,1.3590244156305786,2.219290710421653,0
279,2.847885921223008,3.495910909668159,1
280,1.0869509182083814,1.1767351462430091,0
281,1.8489189563648842,2.543874959071613,0
282,1.2566123034879118,-0.031079885382441663,0
283,1.9295459872104694,0.8354141534497352,0
284,3.3688381800402247,2.9635261926079686,1
285,3.1466799343900638,2.8709092404670447,1
286,2.2370692842368314,1.7892004795770384,0
287,0.3291203231091945,2.328564913830378,0
288,2.8207886422453075,3.3929530086084783,1
289,1.8629507360853057,0.4140274661501089,0
290,0.7286461765357304,0.602623855738829,0
291,1.0332838065221246,-0.5254198479676151,0
292,4.339805711770942,2.899779218462272,1
293,3.254016540843521,3.783912748749678,1
294,3.169959056475753,2.6462743157162922,1
295,2.320330499695965,0.33444673010945214,0
296,3.5220729934335226,3.0651968469649753,1
297,3.395572583681593,2.783320119724781,1
298,3.419460255545856,3.4943161998127987,1
299,3.165798890991105,3.2168562689328244,1
300,0.6824853501970038,1.9645790552489795,0
301,0.6182323762672894,0.8370021029492622,0
302,0.19966395879875598,1.9468222324932491,0
303,0.9480846624361281,-0.3623999310881052,0
304,1.8043687217395856,2.961730857069464,0
305,1.5345224185847055,0.30780617980618763,0
306,-0.053619251974153403,-0.32372865618701385,0
307,1.6629631772827242,1.879752695588406,0
308,3.6096258772805276,3.5104418649303195,1
309,3.075616720554764,3.4676676160300968,1
310,2.474619815831652,3.1438230048047533,1
311,0.9754026858668294,2.1314758383872667,0
312,2.7887644136350724,3.5244733057789106,1
313,2.252142873163826,2.6112261087749458,1
314,-0.46296927117454345,0.0816961251613243,0
315,-0.6977841836667888,0.009957736436289943,0
316,1.5873286052805775,1.689882470857951,0
317,1.7675639244228458,0.6853034854185307,0
318,3.3971811573184314,2.4733064495417763,1
319,1.0266601149882142,1.3080237419217866,0
320,3.150456368725479,3.098741622407835,1
321,2.474896140270184,1.160475051957653,0
322,1.3781502070008478,0.6485784747112953,0
323,0.39755790137610936,0.4953717781917042,0
324,-0.8670356011855576,0.9647905276723139,0
325,0.614657009820374,1.2557842344413244,0
326,2.8779875814275733,2.5265198481912057,1
327,1.9544977285907839,0.04042554250747821,0
328,4.223103476458671,2.832821068039533,1
329,0.24499175196061196,1.5532221189444821,0
330,0.6620618526081381,1.4343012781517612,0
331,2.7873132078584324,3.6310799450996383,1
332,1.204664158301478,0.6224967284586981,0
333,2.3034941728156193,3.460020472131363,1
334,3.086962901134752,3.30074690825579,1
335,0.9394194906834841,0.4891654939737843,0
336,3.580648463954883,4.03678100312653,1
337,4.061015724346691,2.9249054448487914,1
338,3.163478487720832,3.3126987373518295,1
339,2.943235710889445,2.3141160009967656,1
340,2.7311901791106017,-0.22202857835164402,0
341,4.052955630879681,1.8214716682157033,1
342,1.406785336050161,0.7189564057801039,0
343,1.3107670529241189,0.04972405710396899,0
344,2.3296664569274608,2.3558758417053096,0
345,0.8428218305510937,1.4863101897341833,0
346,3.298207484087312,3.7656967198471167,1
347,0.4868135983697428,0.11177296150558713,0
348,1.9153325999855684,2.3302462468706344,1
349,2.75212203605825,2.986745503996261,1
350,2.0002023543285112,1.568137139845328,0
351,1.3953166913610087,0.9282487077736764,0
352,0.014935346065426458,3.2170148716260134,0
353,1.3001403567245169,1.1558347301870826,0
354,1.1617047824888362,1.5251741285317217,0
355,-0.21088136998145135,1.1419862465859716,0
356,1.4212207389364857,2.4651293872970967,0
357,0.552305162096862,1.6062749577251854,0
358,3.6182748703737935,2.0451946451310143,1
359,2.5386646488355304,3.0017348791732785,1
360,0.7635623725843834,2.0687088685323696,0
361,1.8703984888653333,1.3682963837091566,0
362,2.5354047793149004,3.057991712997014,1
363,-0.07369339114740447,1.1934277657419792,0
364,1.3901355676080107,2.0597206596791824,0
365,2.698506058945857,3.2123115103371838,1
366,3.161347157610045,2.8026208098388907,1
367,2.5543619341565584,1.934374341624429,1
368,3.529507487187293,3.322411520221358,1
369,3.343976306782228,2.8987932925499433,1
370,3.563758298550758,2.653991770281398,1
371,1.483026177316476,1.3410440502292604,0
372,2.827711168946513,2.462532370054491,1
373,1.7481349970137687,-0.14162207703792795,0
374,0.5485698060373244,1.871312053396057,0
375,2.993122011213542,3.6639217934742083,1
376,0.3927789542032366,1.8505326367326487,0
377,2.3655359622292433,3.5849452915607736,1
378,1.648690387764315,2.021837202124628,0
379,0.18236905439939954,0.3319366466916378,0
380,3.8583281558864373,2.018739798264054,1
381,0.692893174263141,-1.184794252803517,0
382,1.8035006827420754,3.309709070774974,0
383,2.345628645519434,3.449215615239355,1
384,1.6410707760129353,-0.052687813478616174,0
385,3.1965435904140596,3.185030035133212,1
386,2.5306626173096762,3.0324384577362347,1
387,2.825836340630544,-0.23633123820713497,0
388,-0.23421233953522247,1.2516274613072447,0
389,2.93967979380782,3.3952099661882533,1
390,2.9220478446676874,2.89645164852267,1
391,1.424862943483456,2.174625960586801,0
392,3.0530554764976467,3.119675903866379,1
393,1.1403769950181497,1.8091976046573972,0
394,1.4320781682525168,1.2963276827087458,0
395,1.0138853073715801,0.3545472887597617,0
396,3.752670499387875,3.093007363673693,1
397,1.167351155193912,1.2997114954510314,0
398,-0.22891413450299103,2.682857305467391,0
399,2.9937108795056027,4.158893809306149,1
